SiO%SampleName
20000%MaxDepth
0.5%step_size_nm
40%StiffnessPRC_nN_per_nm
102%PRC_ADCValue_per_nm
500%TriggerForce_nN
5000%LoopDelay_uS
%
%
%
8500.0000002%XL
6500.0000002%YL

4393.99973610274	49488	55884	
4394.49974044163	49488	55890	
4394.99973980074	49488	55895	
4395.49973915986	49500	55901	
4395.99973851898	49500	55907	
4396.49973787809	49488	55913	
4396.99973723721	49500	55918	
4397.49973659632	49500	55924	
4397.99974093521	49500	55930	
4398.49974029433	49488	55936	
4398.99973965344	49500	55941	
4399.49973901256	49488	55947	
4399.99973837167	49484	55953	
4400.49973773079	49484	55959	
4400.9997370899	49488	55965	
4401.49973644902	49488	55970	
4401.99974078791	49484	55976	
4402.49974014702	49484	55982	
4402.99973950614	49484	55988	
4403.49973886525	49484	55993	
4403.99973822437	49488	55999	
4404.49973758349	49500	56005	
4404.9997369426	49484	56011	
4405.49973630172	49472	56016	
4405.99974064061	49468	56022	
4406.49973999972	49484	56028	
4406.99973935884	49472	56034	
4407.49973871795	49472	56039	
4407.99973807707	49472	56045	
4408.49973743618	49472	56051	
4408.9997367953	49468	56057	
4409.49973615441	49488	56063	
4409.9997404933	49488	56068	
4410.49973985242	49488	56074	
4410.99973921153	49468	56080	
4411.49973857065	49488	56086	
4411.99973792976	49472	56091	
4412.49973728888	49472	56097	
4412.999736648	49468	56103	
4413.49974098689	49484	56109	
4413.999740346	49484	56114	
4414.49973970512	49472	56120	
4414.99973906423	49472	56126	
4415.49973842335	49472	56132	
4415.99973778246	49484	56137	
4416.49973714158	49484	56143	
4416.99973650069	49472	56149	
4417.49974083958	49484	56155	
4417.9997401987	49468	56161	
4418.49973955781	49468	56166	
4418.99973891693	49468	56172	
4419.49973827604	49484	56178	
4419.99973763516	49468	56184	
4420.49973699427	49468	56189	
4420.99973635339	49484	56195	
4421.49974069228	49488	56201	
4421.9997400514	49488	56207	
4422.49973941051	49472	56212	
4422.99973876963	49472	56218	
4423.49973812874	49484	56224	
4423.99973748786	49484	56230	
4424.49973684697	49488	56235	
4424.99973620609	49484	56241	
4425.49974054498	49488	56247	
4425.99973990409	49488	56253	
4426.49973926321	49484	56258	
4426.99973862232	49488	56264	
4427.49973798144	49484	56270	
4427.99973236078	49484	56276	
4428.49973171989	49488	56282	
4428.99973605878	49484	56287	
4429.4997354179	49484	56293	
4429.99973477702	49488	56299	
4430.49973413613	49472	56305	
4430.99973349525	49484	56310	
4431.49973285436	49472	56316	
4431.99973221348	49484	56322	
4432.49973157259	49484	56328	
4432.99973591148	49484	56333	
4433.4997352706	49484	56339	
4433.99973462971	49488	56345	
4434.49973398883	49456	56351	
4434.99973334794	49468	56356	
4435.49973270706	49468	56362	
4435.99973206617	49468	56368	
