SiO_Calibration1%SampleName
SiO_Calibration1%ProbeName
20000%MaxDepth
0.5%step_size_nm
40%StiffnessPRC_nN_per_nm
102%PRC_ADCValue_per_nm
700%TriggerForce_nN
5000%LoopDelay_uS
1000%NumberOfSamplingPoints
%
%
%
%
%
%
%
%
%
%
%
8500.0000003%XL
6500.0000003%YL

5453.99967216868	70668	68035	
5454.99967586669	70636	68047	
5455.99967458492	70604	68058	
5456.99967330315	70636	68069	
5457.99967202138	70636	68081	
5458.99967571939	70620	68092	
5459.99967443762	70652	68104	
5460.99967315585	70608	68115	
5461.99967187408	70640	68127	
5462.99967557208	70668	68138	
5463.99967429031	70620	68149	
5464.99967300854	70620	68161	
5465.99967172677	70592	68172	
5466.99967542478	70656	68184	
5467.99967414301	70672	68195	
5468.99967286124	70652	68206	
5469.99967157947	70652	68218	
5470.99967527748	70624	68229	
5471.99967399571	70624	68241	
5472.99967271394	70636	68252	
5473.99967143217	70640	68263	
5474.99967513018	70652	68275	
5475.99967384841	70640	68286	
5476.99967256664	70624	68298	
5477.99967626464	70620	68309	
5478.99967498287	70624	68320	
5479.9996737011	70640	68332	
5480.99967241933	70652	68343	
5481.99967611734	70668	68355	
5482.99967483557	70636	68366	
5483.9996735538	70656	68377	
5484.99967227203	70640	68389	
5485.99967597004	70656	68400	
5486.49967532915	70620	68406	
5487.49967404738	70652	68417	
5487.9996734065	70640	68423	
5488.49967276561	70652	68429	
5488.99967212473	70652	68434	
5489.49967148384	70636	68440	
5489.99967582273	70640	68446	
5490.49967518185	70668	68452	
5490.99967454097	70624	68457	
5491.49967390008	70636	68463	
5491.9996732592	70652	68469	
5492.49967261831	70668	68474	
5492.99967197743	70652	68480	
5493.49967133654	70668	68486	
5493.99967567543	70672	68491	
5494.49967503455	70672	68497	
5494.99967439366	70656	68503	
5495.49967375278	70672	68509	
5495.99967311189	70668	68514	
5496.49967247101	70636	68520	
5496.99967183012	70620	68526	
5497.49967616901	70640	68531	
5497.99967552813	70608	68537	
5498.49967488724	70604	68543	
5498.99967424636	70620	68549	
5499.49967360548	70604	68554	
5499.99967296459	70636	68560	
5500.49967232371	70640	68566	
5500.99967168282	70636	68571	
5501.49967602171	70636	68577	
5501.99967538083	70656	68583	
5502.49967473994	70652	68588	
5502.99967409906	70620	68594	
5503.49967345817	70624	68600	
5503.99967281729	70620	68606	
5504.4996721764	70652	68611	
5504.99967153552	70640	68617	
5505.49967587441	70668	68623	
5505.99967523352	70652	68628	
5506.49967459264	70656	68634	
5506.99967395175	70640	68640	
5507.49967331087	70604	68645	
5507.99967266999	70608	68651	
5508.4996720291	70592	68657	
5508.99967138822	70608	68663	
5509.49967572711	70656	68668	
5509.99967508622	70592	68674	
5510.49967444534	70640	68680	
5510.99967380445	70636	68685	
5511.49967316357	70656	68691	
5511.99967252268	70652	68697	
5512.4996718818	70624	68702	
5512.99967622069	70608	68708	
5513.4996755798	70620	68714	
5513.99967493892	70604	68720	
5514.49966931826	70604	68725	
5514.99966867737	70656	68731	
5515.49966803649	70640	68737	
5515.9996673956	70640	68742	
5516.49966675472	70652	68748	
5516.99967109361	70640	68754	
5517.49967045273	70656	68759	
5517.99966981184	70668	68765	
5518.49966917096	70636	68771	
5518.99966853007	70652	68777	
5519.49966788919	70652	68782	
5519.9996672483	70624	68788	
5520.49966660742	70592	68794	
5520.99967094631	70652	68799	
5521.49967030542	70640	68805	
5521.99966966454	70636	68811	
5522.49966902365	70640	68816	
5522.99966838277	70656	68822	
5523.49966774188	70636	68828	
5523.999667101	70620	68834	
5524.49966646011	70672	68839	
5524.99967079901	70636	68845	
5525.49967015812	70652	68851	
5525.99966951724	70588	68856	
5526.49966887635	70592	68862	
5526.99966823547	70624	68868	
5527.49966759458	70608	68873	
5527.9996669537	70640	68879	
5528.49967129259	70624	68885	
5528.9996706517	70652	68891	
5529.49967001082	70620	68896	
5529.99966936993	70624	68902	
5530.49966872905	70604	68908	
5530.99966808816	70620	68913	
5531.49966744728	70636	68919	
5531.99966680639	70624	68925	
5532.49967114529	70624	68930	
5532.9996705044	70608	68936	
5533.49966986352	70624	68942	
5533.99966922263	70636	68948	
5534.49966858175	70656	68953	
5534.99966794086	70636	68959	
5535.49966729998	70636	68965	
5535.99966665909	70624	68970	
5536.49967099798	70636	68976	
5536.9996703571	70656	68982	
5537.49966971621	70652	68987	
5537.99966907533	70624	68993	
5538.49966843444	70636	68999	
5538.99966779356	70640	69005	
5539.49966715267	70652	69010	
5539.99966651179	70640	69016	
5540.49967085068	70640	69022	
5540.9996702098	70620	69027	
5541.49966956891	70624	69033	
5541.99966892803	70592	69039	
5542.49966828714	70640	69045	
5542.99966764626	70640	69050	
5543.49966700537	70652	69056	
5543.99966636449	70640	69062	
5544.49967070338	70620	69067	
5544.99967006249	70640	69073	
5545.49966942161	70604	69079	
5545.99966878072	70604	69084	
5546.49966813984	70640	69090	
5546.99966749895	70652	69096	
5547.49966685807	70640	69102	
5547.99967119696	70636	69107	
5548.49967055608	70652	69113	
5548.99966991519	70636	69119	
5549.49966927431	70652	69124	
5549.99966863342	70624	69130	
5550.49966799254	70640	69136	
